"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2016","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","155,000",""
"SURVEY","2016","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","720,000",""
"SURVEY","2016","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","39,000",""
"SURVEY","2016","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,000",""
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","101,000",""
"SURVEY","2016","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","305,000",""
"SURVEY","2016","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","ARKANSAS","05","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","18,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","730,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","40,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","130,000",""
"SURVEY","2016","YEAR - MAR ACREAGE","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2016","YEAR - SEP FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2016","YEAR - SEP FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2015","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","200,000",""
"SURVEY","2015","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","190,000",""
"SURVEY","2015","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","785,000",""
"SURVEY","2015","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","44,000",""
"SURVEY","2015","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2015","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","90,000",""
"SURVEY","2015","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2015","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2015","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","112,000",""
"SURVEY","2015","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2015","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","185,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","160,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","720,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","33,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","94,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","115,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","130,000",""
"SURVEY","2015","YEAR - MAR ACREAGE","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","20,000",""
"SURVEY","2014","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","175,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","175,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","4,500",""
"SURVEY","2014","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","94,000",""
"SURVEY","2014","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,000",""
"SURVEY","2014","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2014","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","112,000",""
"SURVEY","2014","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","130,000",""
"SURVEY","2014","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","165,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","660,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","45,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","83,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","140,000",""
"SURVEY","2014","YEAR - MAR ACREAGE","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","18,000",""
"SURVEY","2013","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","140,000",""
"SURVEY","2013","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","140,000",""
"SURVEY","2013","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","430,000",""
"SURVEY","2013","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","34,000",""
"SURVEY","2013","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2013","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","82,000",""
"SURVEY","2013","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","17,000",""
"SURVEY","2013","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","81,000",""
"SURVEY","2013","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","120,000",""
"SURVEY","2013","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","190,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","475,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","22,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","80,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","90,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","140,000",""
"SURVEY","2013","YEAR - MAR ACREAGE","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","14,000",""
"SURVEY","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","220,000",""
"SURVEY","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","210,000",""
"SURVEY","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","735,000",""
"SURVEY","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","52,000",""
"SURVEY","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","107,000",""
"SURVEY","2012","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2012","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","20,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","210,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","190,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","570,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","50,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","27,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","105,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","140,000",""
"SURVEY","2012","YEAR - MAR ACREAGE","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","23,000",""
"SURVEY","2011","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2011","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","475,000",""
"SURVEY","2011","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2011","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,600",""
"SURVEY","2011","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","82,000",""
"SURVEY","2011","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2011","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","77,000",""
"SURVEY","2011","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","105,000",""
"SURVEY","2011","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","2010","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","190,000",""
"SURVEY","2010","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","145,000",""
"SURVEY","2010","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","565,000",""
"SURVEY","2010","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2010","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2010","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","87,000",""
"SURVEY","2010","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","22,000",""
"SURVEY","2010","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","67,000",""
"SURVEY","2010","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","165,000",""
"SURVEY","2010","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","18,000",""
"SURVEY","2009","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","155,000",""
"SURVEY","2009","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","115,000",""
"SURVEY","2009","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","510,000",""
"SURVEY","2009","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","2009","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2009","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","67,000",""
"SURVEY","2009","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","14,000",""
"SURVEY","2009","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","50,000",""
"SURVEY","2009","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","165,000",""
"SURVEY","2009","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,000",""
"SURVEY","2008","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","195,000",""
"SURVEY","2008","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2008","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","690,000",""
"SURVEY","2008","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","22,000",""
"SURVEY","2008","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,000",""
"SURVEY","2008","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","98,000",""
"SURVEY","2008","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2008","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","71,000",""
"SURVEY","2008","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","257,000",""
"SURVEY","2008","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2007","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","160,000",""
"SURVEY","2007","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","130,000",""
"SURVEY","2007","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","530,000",""
"SURVEY","2007","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2007","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEANUTS","PEANUTS - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,000",""
