"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BACON","005","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,242","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BRANTLEY","025","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","504","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BRYAN","029","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","EVANS","109","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,387","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","PIERCE","229","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,019","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","TATTNALL","267","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,535","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","TOOMBS","279","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,075","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","WARE","299","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,599","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","WAYNE","305","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,958","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","BAKER","007","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","21,031","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","CALHOUN","037","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","17,123","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","CLAY","061","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,314","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","DECATUR","087","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","34,746","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","DOUGHERTY","095","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,118","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","EARLY","099","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","28,583","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","GRADY","131","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","7,861","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","LEE","177","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,201","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","MILLER","201","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","19,497","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","MITCHELL","205","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","30,997","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","QUITMAN","239","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","RANDOLPH","243","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","17,325","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","SEMINOLE","253","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","17,581","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","STEWART","259","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,411","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","SUMTER","261","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","17,318","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","TERRELL","273","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","17,092","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","THOMAS","275","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,865","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","WEBSTER","307","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,822","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","LAMAR","171","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","MACON","193","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,635","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","MARION","197","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,178","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","SCHLEY","249","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","161","5.3"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","TAYLOR","269","","","00000000","","PEANUTS","PEANUTS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","585","5.3"
